gender,senior_citizen,Partner,Dependents,tenure,contract,paperless_billing,monthly_charges,total_charges,phone_service,charge_per_tenure,total_addons,high_risk_flag,payment_risk_flag,tenure_group,multiple_lines_No phone service,multiple_lines_Yes,internet_service_Fiber optic,internet_service_No,online_security_No internet service,online_security_Yes,online_backup_No internet service,online_backup_Yes,device_protection_No internet service,device_protection_Yes,tech_support_No internet service,tech_support_Yes,streaming_tv_No internet service,streaming_tv_Yes,streaming_movies_No internet service,streaming_movies_Yes,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,churn
0,0,1,1,-0.9152721326034655,0,0,0.697519121076343,-0.6321778938768743,1,0.24006499414681545,-0.5705298937831644,1,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,1,1,0.631545791263106,1,1,0.5681033494926734,0.7593741999237483,1,-0.46691400593602117,-0.5705298937831644,0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0.9978974048104517,2,1,1.0061259610066313,1.3889041442615708,1,-0.4706277067047372,0.5079352703082123,0,1,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
0,0,0,0,-0.9559778674420595,0,0,0.5183280527297236,-0.7219979117244745,1,0.26786022926793257,-0.031297311737476054,1,1,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,0,0,-0.8338606629262776,0,1,0.6261745290494481,-0.5570792321542714,1,0.08258684760373403,0.5079352703082123,0,1,1.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,0,1,1,-1.2816237461508113,0,1,-0.6331404790531808,-0.9888032944906369,1,1.9802770310612023,-1.109762475828853,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,-0.38609757970174374,0,0,0.6062644103442684,-0.11717176320892814,1,-0.2605284117696006,0.5079352703082123,0,0,1.0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,1,1,1.6084834273893616,2,0,0.6560397071072182,1.5772541328354959,1,-0.5261306714097024,1.5864004343995892,0,0,3.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
0,0,0,0,-1.2816237461508113,0,1,-0.6397771852882409,-0.9888910522022611,1,1.968761114438517,-1.109762475828853,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,-0.9966836022806536,0,0,-1.4793205240233267,-0.9305102345441116,1,-0.39935918438752616,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.2002122764736234,0,0,-1.4959122896109767,-0.9838230443559507,1,-0.08826949228860309,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.5896262538947137,1,0,-1.5025489958460367,-0.8284699553528099,1,-0.5406480327757909,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.4268033145403377,0,1,1.1886353824707805,-0.08965972061467047,1,-0.15529963741303637,0.5079352703082123,0,1,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0,0,1,1,-0.22327464034736777,2,0,-1.4942531130522119,-0.7675441640575519,1,-0.5779015901209809,-1.109762475828853,0,1,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,0.22448844287716607,0,1,1.1488151450604207,0.629624423287034,1,-0.36579570089747826,0.5079352703082123,0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
1,0,1,1,1.6084834273893616,2,1,1.505538105194894,2.486862813822675,1,-0.4857460870890534,1.5864004343995892,0,0,3.0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,1.4863662228735797,2,1,-0.17188939571651304,0.7769038028207277,1,-0.5614502806600021,0.5079352703082123,0,0,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-0.8745663977648716,0,1,0.46689357940800896,-0.6011555428176395,1,0.09838432297075066,-0.5705298937831644,1,0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,-0.7524491932490895,0,0,-1.4925939364934466,-0.8911509008805564,1,-0.5065851636076383,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,0.9978974048104517,2,1,0.6494030008721581,1.1171843296444406,1,-0.4919718625140241,1.5864004343995892,0,1,3.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,1,0.1023712383613841,1,1,-1.4876164068171518,-0.7261225241708226,1,-0.5954496535460246,-1.109762475828853,0,0,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,1,-1.2409180113122174,0,0,-0.13206915830615312,-0.9498608099572976,1,1.6799035391528334,-0.031297311737476054,1,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,-0.38609757970174374,0,1,1.376122333611225,0.08080963421577773,1,-0.14920788441697827,1.0471678523539008,0,1,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
1,0,0,0,0.5501343215859179,2,0,-1.4892755833759168,-0.6131344704543736,1,-0.6106204444159804,-1.109762475828853,0,0,2.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.8338606629262776,0,0,-1.5091857020810966,-0.9091192923356577,1,-0.48745102521917694,-1.109762475828853,0,0,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1,0,0,-1.0373893371192475,0,1,-0.4522902341477968,-0.8249157680320206,1,0.07871129874033032,-0.5705298937831644,1,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-1.0780950719578415,2,0,-1.3117436915880627,-0.9416554639204137,1,-0.24188359438049145,-1.109762475828853,0,1,0.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.2816237461508113,0,1,0.3358186312655745,-0.9759906685934705,1,3.661600857973222,-1.109762475828853,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,1.2421318138420157,2,1,1.4706953974608292,1.9930062916562155,1,-0.46316655921617095,1.5864004343995892,0,0,3.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1.1607203441648277,0,0,-0.17023021915774814,0.5889267845212064,1,-0.5486739814576452,-0.031297311737476054,0,1,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.06045170099299184,0,0,0.7522719475155875,0.18644797958368095,1,-0.34449863714334594,0.5079352703082123,0,1,2.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,0,0,0,-0.2639803751859618,0,1,0.5166688761709587,-0.0923802096750276,1,-0.3164019331611467,-0.5705298937831644,0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,0,0,0.020959768684196134,0,1,-0.34112540471054226,-0.2782510428955627,1,-0.47464543015119115,-0.5705298937831644,0,0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1.6084834273893616,2,1,0.02389343821775623,1.037807479480147,0,-0.5561824812264352,2.1256330164452777,0,0,3.0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0.346605647392948,1,1,0.3242043953542197,0.3897825974174769,1,-0.4549280519001652,1.0471678523539008,0,0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
1,0,1,1,1.1607203441648277,1,0,0.6626764133422782,1.3010806143534261,1,-0.5020530931948396,2.1256330164452777,0,0,3.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,1,0,-0.7117434584104956,1,0,-1.5307549973450416,-0.8795010646624137,1,-0.5244348343728001,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,0,0,0.9164859351332638,1,1,-0.4937696481169216,0.19487271989962582,0,-0.5568233498741019,0.5079352703082123,0,0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0,1,1,0.590840056424512,0,1,1.4076466882277594,1.23721493971875,1,-0.4021981777215909,1.0471678523539008,0,0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1
0,1,1,0,0.8757802002946699,1,1,1.2135230308522553,1.3487330517654899,1,-0.44722584792525244,0.5079352703082123,0,0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
1,0,0,0,-1.2816237461508113,0,0,-1.480979700582092,-1.000014342150657,1,0.5091186825131848,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.590840056424512,0,1,1.3744631570524595,1.118807847309493,1,-0.4045973270179836,1.0471678523539008,0,1,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,0,1.2014260790034217,1,1,1.6631598782775683,2.1211544900557846,1,-0.44944428207983905,2.1256330164452777,0,0,3.0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,0,1,0,1.4049547531963917,1,1,-1.462728758435677,-0.4264738178292188,1,-0.6244370221036167,-1.109762475828853,0,0,3.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,0.18378270803857208,2,0,0.02223426165899086,0.006347215902452054,1,-0.46094576772931267,1.0471678523539008,0,0,2.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,1,0,0,0.8350744654560759,0,1,0.2943392172964497,0.7479218185567608,1,-0.5023626608459871,-0.5705298937831644,0,0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,1.2014260790034217,2,0,0.5332606417586087,1.1788341220606002,1,-0.5116850695405416,1.5864004343995892,0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
1,0,0,0,-0.7524491932490895,0,1,-1.4892755833759168,-0.8775923344345825,1,-0.5058174358327926,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,0,0,1,-1.0780950719578415,0,0,-1.5008898192872717,-0.9599310073662005,1,-0.3356560583080699,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.22327464034736777,1,1,1.2267964433223755,0.1675361927286171,1,-0.240649746170918,1.0471678523539008,0,0,2.0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
1,0,0,0,1.0386031396490458,2,0,-1.480979700582092,-0.5124324963653444,1,-0.6201242941062128,-1.109762475828853,0,0,3.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,0.6722515261016999,0,1,1.1322233794727707,1.1208482141047607,1,-0.43161654639395847,0.5079352703082123,0,0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
0,0,1,1,1.4863662228735797,1,0,0.29102086417891987,1.134933326820481,1,-0.5385007039619368,1.0471678523539008,0,0,3.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1.5270719577121736,2,1,0.5133505230534289,1.5000054071780948,1,-0.529341263638099,1.5864004343995892,0,0,3.0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,-1.2816237461508113,0,0,-1.461069581876912,-0.9997510690157839,1,0.5436664323812399,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.7931549280876836,1,0,-0.32453363912289235,-0.6829457300516047,1,-0.20610199630286288,-0.031297311737476054,0,1,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0,-1.2816237461508113,0,1,-1.3283354571757127,-0.9979959147832954,0,0.7739847648349413,-1.109762475828853,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.9559778674420595,0,0,0.3507512202944595,-0.7292379229334897,1,0.20970485032337302,-0.5705298937831644,1,0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1.2828375486806096,1,1,0.642766294637098,1.3118528734553245,1,-0.5103942744905264,-0.031297311737476054,0,0,3.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.2002122764736234,0,1,0.010620025747636104,-0.916820031530701,1,1.2187870443861522,-0.031297311737476054,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,1,-0.8745663977648716,0,1,-0.3444437578280723,-0.7451001293096048,1,-0.13625247821645758,-0.031297311737476054,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0.7536629957788878,0,1,-0.6795974226986006,-0.05168257090919987,0,-0.5613079135588975,0.5079352703082123,0,0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,1.2828375486806096,1,1,0.04048520380540615,0.9184569916709273,1,-0.5425502570600239,-0.031297311737476054,0,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,0,-0.7931549280876836,0,1,-1.480979700582092,-0.8880793809737014,1,-0.49276606366041614,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.6303319887333076,0,1,0.16824179883031035,-0.5067282451097567,1,-0.21190565269604145,-1.109762475828853,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,1,-0.6303319887333076,1,1,0.17985603474166512,-0.48165147901307687,1,-0.2096664466860749,0.5079352703082123,0,0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,0,0,-0.019745966154397852,1,0,-1.1541219185053884,-0.6018795439385409,0,-0.5545332528184543,-0.5705298937831644,0,1,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.5270719577121736,2,0,0.10021555992094577,1.0376539034848042,1,-0.5495346667299904,1.0471678523539008,0,1,3.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1,0,0,0,-1.2816237461508113,0,1,0.4851445215544238,-0.9740161200819208,1,3.920708981983636,-0.5705298937831644,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,0,1,1,0.5094285867473239,1,1,0.9978300782128064,0.9080796422713391,1,-0.42191814182954934,0.5079352703082123,0,0,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0.46872285190873,0,1,0.659358060224748,0.6859209952941037,1,-0.4427358036663066,-0.031297311737476054,0,0,2.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,1,-0.8338606629262776,2,0,-1.3167212212643575,-0.888386532964387,1,-0.43607232028719733,-1.109762475828853,0,0,1.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,1.5677776925507676,2,0,-1.4959122896109767,-0.4035690550952436,1,-0.6279981123337527,-1.109762475828853,0,0,3.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,-1.2409180113122174,0,0,0.38061639835222955,-0.9423136467575969,1,2.2729732452211144,-0.5705298937831644,1,1,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,1,1,-0.9559778674420595,0,0,0.0023241429538111433,-0.7179829964176571,1,0.08878772578517981,1.0471678523539008,0,1,1.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
0,0,0,0,-1.0373893371192475,0,0,-1.3233579274994176,-0.9255738632652377,0,-0.29915471544152344,-1.109762475828853,1,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.5896262538947137,0,1,0.36402463276457964,-0.4064431201509435,1,-0.19971629065682506,-0.5705298937831644,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1.1595065416350294,0,1,0.2412455674159701,-0.8748499059463192,1,1.0031515056263742,-1.109762475828853,1,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.7117434584104956,0,0,-1.5042081724048018,-0.8775484555787703,1,-0.5186768760614575,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,0,1.4863662228735797,2,0,1.135541732590301,2.007903163204462,1,-0.49663212138374613,0.5079352703082123,0,0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,-1.2816237461508113,0,1,-0.6795974226986006,-0.9894175984720078,1,1.899665614702407,-1.109762475828853,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,-1.2816237461508113,0,1,0.6543805305484532,-0.971778298435498,1,4.214364855862106,-0.5705298937831644,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0,0,0,-1.0373893371192475,1,1,-1.3465863993221274,-0.942730495887813,0,-0.30923114248637285,-1.109762475828853,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,1.0386031396490458,2,0,-0.17188939571651304,0.5814015607494117,0,-0.5431238007562255,1.5864004343995892,0,1,3.0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,0,0.5094285867473239,0,1,1.6830699969827483,1.24008900477445,1,-0.37022169003423483,2.1256330164452777,0,1,2.0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,0.14307697319997809,1,1,0.3789572217934642,0.1347148085810816,1,-0.42211435897529426,1.5864004343995892,0,1,2.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,1,1,0,-0.22327464034736777,0,1,0.659358060224748,0.004482364530432994,1,-0.3109790941166019,1.5864004343995892,0,0,2.0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,1,0,1.3235432835192036,0,1,1.3080960947018598,1.8776707191538138,1,-0.47767323354129104,1.0471678523539008,0,1,3.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,1,1,0,1.6084834273893616,2,1,1.696343409452868,2.6790522022801686,1,-0.4766753308451576,2.1256330164452777,0,0,3.0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,1,0,-0.7117434584104956,2,0,-1.3183803978231226,-0.8387156681849616,1,-0.4783711678820598,-1.109762475828853,0,1,1.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2409180113122174,0,0,0.1781968581829002,-0.9508261447851662,1,2.0388162738931848,0.5079352703082123,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,0,0,1.2828375486806096,1,1,1.1654069106480704,1.7353496503269,1,-0.4824903226740203,0.5079352703082123,0,0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
0,0,0,0,-0.7931549280876836,0,1,1.1753619700006603,-0.4126739176762778,1,0.16569759751525506,0.5079352703082123,0,1,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,0,1,1,1.5270719577121736,2,1,0.505054640259604,1.4483599938871197,1,-0.5297467536600245,1.5864004343995892,0,0,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1,0,0,0,-1.2816237461508113,0,0,-0.35108046406313215,-0.9850735917465987,1,2.469703487525318,-0.5705298937831644,1,1,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,0,0,-0.5082147842175256,0,1,0.8551408941590172,-0.22728575186967714,1,-0.16236893198576124,-0.031297311737476054,0,0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0,1.0793088744876398,2,0,-1.3432680462045974,-0.3537665537483816,1,-0.6128194944519081,-1.109762475828853,0,1,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,1,1,0,-0.06045170099299184,0,0,0.8136614801898924,0.2230429453310668,1,-0.3378409978458561,-0.031297311737476054,0,1,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0.14307697319997809,1,1,0.01559755542393127,0.08734758373179755,1,-0.456195247358646,0.5079352703082123,0,1,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
1,0,0,0,-1.2816237461508113,0,1,0.8020472442785371,-0.9698256893518546,1,4.470594000716848,-0.031297311737476054,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,0,0,0,-1.2816237461508113,0,0,-1.4876164068171518,-1.0001020998622818,1,0.49760276589049984,-1.109762475828853,0,1,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
0,0,0,0,-0.9559778674420595,0,0,-1.5224591145512167,-0.9397467336925824,1,-0.4403686430271991,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,0.8757802002946699,1,1,-1.3333129868520075,-0.42000168659691733,1,-0.6079252298872668,-1.109762475828853,0,0,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,1.1607203441648277,0,1,-1.5108448786398618,-0.49003234047320965,1,-0.6237131800957868,-1.109762475828853,0,1,3.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
1,0,0,0,-1.1188008067964355,0,1,0.36402463276457964,-0.8519451432123439,1,0.7970165980803116,-1.109762475828853,1,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.346605647392948,0,1,0.3192268656779245,0.3177773950296351,1,-0.4553393346366897,1.0471678523539008,0,0,2.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,0,1,0,1.6084834273893616,2,0,0.6477438243133932,1.6383335001260968,1,-0.5265250521159587,2.1256330164452777,0,1,3.0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,0,0,-0.22327464034736777,0,1,0.1367174442137754,-0.22206416802802373,1,-0.3757561251192054,-1.109762475828853,0,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.1023712383613841,0,0,-0.3295111687991873,-0.1267154143480845,1,-0.48380923962055,-0.5705298937831644,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,1,0,0,-0.6710377235719016,0,1,1.0359911390644014,-0.3379262868001726,1,-0.008420158647485297,-0.031297311737476054,0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,0,0,0,-0.6303319887333076,1,0,-1.4925939364934466,-0.8726340237278024,1,-0.5321121121212569,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,1.2014260790034217,1,0,-1.3316538102932427,-0.3611601409527395,1,-0.6144143575079862,-1.109762475828853,0,0,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1,0,0,-1.2816237461508113,0,1,0.23792721429843983,-0.9772850948399309,1,3.491741087788617,-1.109762475828853,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.7931549280876836,1,1,0.32254521879545484,-0.5849423055950267,1,-0.0457017290583208,-0.5705298937831644,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.9152721326034655,0,1,0.3258635719129846,-0.6580444793781738,1,0.12281202489765847,-1.109762475828853,1,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,1,-1.1595065416350294,0,0,-0.46722282317668157,-0.9038099507823798,1,0.5114218658377219,-1.109762475828853,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,-0.9152721326034655,1,0,-1.4793205240233267,-0.9315633270836047,1,-0.4467023971696759,-1.109762475828853,0,1,1.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,0.387311382231542,0,1,0.9712832532725666,0.8279787909861438,1,-0.40746793704820233,-0.031297311737476054,0,1,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
0,0,0,0,-1.2816237461508113,0,0,-1.4925939364934466,-1.0001679181460001,1,0.4889658284234859,-1.109762475828853,0,0,0.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,1,1.4049547531963917,1,0,0.7456352412805278,1.588179967932737,1,-0.5117334557448386,-0.031297311737476054,0,1,3.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
1,0,1,1,1.2014260790034217,2,0,-1.4892755833759168,-0.4543368912699741,1,-0.6230969930568361,-1.109762475828853,0,0,3.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,1,0,0,-0.5896262538947137,0,0,0.9613281939199768,-0.24371838337135088,1,-0.09061813317875594,0.5079352703082123,0,0,1.0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,-0.8338606629262776,0,1,0.6527213539896879,-0.5625202102749858,1,0.08967356552538634,-0.031297311737476054,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,1,-0.9559778674420595,0,1,-0.49211047155815646,-0.7965261483215187,1,-0.08279943189282775,-0.5705298937831644,1,1,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,1.6084834273893616,2,0,-1.3001294556767078,-0.19093211982925845,1,-0.6191256419449469,-1.109762475828853,0,0,3.0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
